LocID,Latitude,Longitude,MaxRunwayLen
71TA,31.83079167,-102.2475667,4400
TA46,32.56263611,-96.40109444,3200
BYY,28.97324722,-95.86345278,5107
66XS,33.3965,-96.48859722,2200
HPY,29.78608333,-94.95266667,4334
TE88,29.35694167,-95.45940278,3400
2TE7,33.22816667,-101.13535,2600
5TS8,29.80855278,-98.27251389,1800
BMT,30.07020556,-94.21509722,4001
34TE,32.23209167,-97.00861111,3030
BEA,28.36422222,-97.79194444,4553
9TX6,33.17509444,-101.0240167,5000
1TX3,33.42508611,-100.5420611,4000
TX15,32.75151667,-97.61280278,2675
9TS3,28.08557222,-99.620825,4500
8XS0,31.30605,-99.49281944,2400
X54,34.65423333,-102.6918806,3013
59TX,32.48722222,-97.49027778,3000
XA77,32.74861111,-101.7794444,4150
2XS8,29.22699722,-99.82694722,3300
23TS,29.42273056,-100.7387028,3300
45XA,29.49511111,-98.05763889,4000
36TX,33.72093889,-96.86139167,2000
0TA8,30.67083333,-99.33194444,1270
TE70,34.131525,-101.42285,3692
TA20,26.4795,-98.38301944,2190
3T9,29.47108333,-103.9364167,5500
TA67,33.74811944,-102.0659333,3000
BPG,32.21261111,-101.5216389,8802
76TE,31.50012222,-105.0838361,4800
XA44,31.26611111,-98.42388889,2200
E58,33.30645556,-97.34712778,2830
64XA,33.58198056,-97.54974444,1700
65XS,32.22320278,-97.28168056,2200
4TX4,32.62791389,-97.19195556,2000
76T,33.26916667,-97.45186111,3730
68TS,32.875125,-96.28775833,4600
T80,33.37651944,-96.72893611,1580
07R,27.61016667,-97.75252778,3200
TX46,32.40958611,-97.38723889,2600
3TA5,30.12246667,-98.37478333,3450
5TE2,30.22520556,-98.14195833,2800
TX78,32.32916667,-97.23194444,2100
99XS,33.29401389,-96.44688889,3430
2TX0,35.0645,-101.8493556,3800
96TE,31.90302778,-100.8716111,3200
7TE9,29.02719167,-98.28667778,3400
5C1,29.72321944,-98.69455556,5006
5TX8,33.032075,-94.37936111,2500
50F,32.58183333,-97.59077778,4049
96TS,32.63337222,-95.64757778,2131
0F2,33.60166667,-97.77555556,3603
TX36,32.06091667,-97.58858333,3100
05TA,29.80908056,-96.26396389,2200
90TS,29.85693056,-96.13929444,1600
03TT,29.63211667,-95.93248056,3000
11R,30.219675,-96.37440278,6003
11XA,31.94972222,-95.71305556,3000
XBP,33.17395833,-97.82842778,5005
TS87,30.41798333,-96.0794,2500
99TX,28.30027222,-99.56698889,3450
1TE1,28.25027222,-99.81699722,4000
91TE,30.72341944,-97.86273611,3200
BKS,27.20605556,-98.12102778,6006
BRO,25.90613889,-97.426,7399
BWD,31.79361111,-98.9565,5599
E30,31.67447222,-99.977,3909
8TS3,31.39018056,-95.47328056,2500
69XS,33.75340278,-96.83024722,2800
TE39,33.44227222,-97.27237778,2000
TE74,32.95361111,-95.86694444,2700
TX12,34.27893889,-100.0928528,3400
7XA4,31.16130556,-97.30241667,1500
TX05,30.26048611,-97.62527778,2300
1.00E+07,35.06388889,-101.8775833,6200
TE45,32.46986111,-97.46529722,5400
8TA8,31.16907778,-94.532425,2600
1T8,29.73911111,-98.45112778,2890
30TX,30.23236111,-98.65497222,2200
TT40,33.07570833,-98.79933611,2540
BMQ,30.73892778,-98.23861111,5001
XS30,33.60510556,-95.4819,2100
2TE6,28.88775556,-98.05028333,3300
11TX,33.66677222,-96.69055,2000
2TX9,31.32781389,-98.80476944,2655
63XS,30.22409167,-98.28862778,4016
98TS,31.55930278,-98.42246667,3000
7F3,33.03622222,-96.24313889,4000
7TE2,27.10587778,-98.20583889,4100
T28,33.35449444,-97.43905833,1200
4XS9,30.0859,-98.16964167,2350
RWV,30.515475,-96.70408611,3252
PKV,28.65330556,-96.68272222,5004
90TX,27.87944444,-99.39666667,4640
T35,30.87900278,-96.97221389,3200
TE97,30.18777778,-98.95833333,2000
06XS,33.32472222,-97.04416667,1750
84TX,30.74129167,-98.37863889,900
46XS,35.402675,-102.8076056,4524
XA95,30.14944444,-104.6825,1900
53T,29.21607222,-98.54946111,2880
7F5,32.58624444,-95.86274444,3750
34TS,29.91577222,-98.24751389,2600
TE37,30.26908333,-100.4509194,6200
0TX9,33.25011389,-96.11691667,2300
4XA2,28.79043056,-97.76545833,3100
XS95,29.25669444,-96.987,1810
7TE5,31.67916667,-98.66361111,2200
TA87,33.10745,-97.54810833,1000
8TE7,30.32075556,-98.91281944,1700
89TS,31.56687222,-95.76666944,5200
TE06,33.37927778,-96.316925,3000
CVB,29.34238889,-98.85122222,5001
06TE,30.31295833,-95.02728333,3275
CRS,32.02805556,-96.40058333,5004
3T0,33.83934722,-96.81006944,3000
F17,31.83158333,-94.15641667,5501
3TE8,29.31936389,-103.5835194,3600
3TA9,28.70858889,-100.0072833,2900
T00,29.76981389,-94.66348611,3005
T90,29.81885556,-94.43098056,3600
5TS2,30.47936944,-97.31916111,1500
3TA1,30.45665278,-101.7364028,2500
92TE,29.96685556,-102.933775,2650
72TE,28.87905556,-99.99247222,5200
T05,26.56015556,-97.43925,3200
5TA1,31.19350833,-97.40723056,2200
TX2,28.36244444,-97.66191667,8000
JSO,31.86933056,-95.21740556,5006
XS24,29.82967222,-97.09915278,2700
XS33,30.06243333,-93.86461389,2600
3XA8,32.51373056,-97.59475833,2468
TE52,32.53596944,-97.58863333,3050
CDS,34.43377778,-100.288,5949
9XA4,32.35575278,-97.03982222,1966
TA85,29.56589167,-98.06058056,1000
XA17,33.32166667,-95.5636,2200
95TX,28.19249444,-100.0722806,4000
TS15,29.89353611,-104.2610667,5300
TE67,29.42912222,-98.13167222,2500
87XS,29.79111111,-99.26416667,3800
05TX,32.12916667,-97.40416667,2075
TT19,30.15761667,-94.70989444,2280
XA04,32.23761944,-97.89964444,2100
41TA,32.23731944,-97.87063889,2700
82XS,29.10274444,-98.216675,2600
6XA0,30.35116389,-99.17305556,2700
6TE4,33.44031111,-94.92799167,1200
77TX,32.68635556,-97.83974167,1896
3F2,32.41502778,-98.99683333,3700
F49,33.48523333,-101.6616778,4244
I06,34.566825,-101.7814611,4876
70TE,33.32166667,-96.32405833,2100
3T6,33.13361111,-97.29702778,1800
LBR,33.59264167,-95.06414722,3000
CPT,32.35375,-97.43375,5697
TE12,29.30023889,-98.18361944,3000
6R3,30.35644444,-95.00802778,5001
7F7,31.81713333,-97.56956944,3000
F85,33.73133333,-102.7350806,2710
75TA,32.53450833,-101.7254333,4725
COM,31.84113889,-99.40361111,4506
94XS,29.00139167,-96.99283889,2000
T88,32.46842778,-100.9211222,5479
4TA6,30.02243333,-99.38365833,3000
MKN,31.92030556,-98.59919444,4497
71XS,31.16685556,-98.24583889,1780
5TE0,28.62776389,-100.1616861,5500
5XA6,30.77120556,-99.51576389,2995
17TE,29.92910556,-98.94031111,1950
2F7,33.29286111,-95.89641667,3907
30TE,33.81119444,-101.3962694,4270
CXO,30.35339444,-95.41508333,7501
TA25,32.43172222,-98.59475,5500
TX95,32.41403056,-97.53224444,2150
1TE5,30.81630278,-96.60108056,2500
CRP,27.77219444,-97.50241667,7510
XS94,27.11137222,-99.42330278,5418
TT16,32.93673333,-98.39744722,2700
4TA3,32.89873333,-98.46005278,2600
TA77,33.14928611,-96.89889167,1800
COT,28.45572222,-99.21722222,6005
XA85,31.64194444,-97.31444444,3800
CFD,30.71569444,-96.33136111,4000
X09,29.69008333,-95.84047222,3352
TE16,32.250425,-97.29723611,2200
PRX,33.63661111,-95.45075,6002
TA26,32.29636111,-97.05680556,2500
E13,31.41157222,-102.3604722,4258
5TA5,29.33606944,-95.11520556,2600
03XS,31.31805556,-100.7541667,3200
XA46,32.69363611,-95.45436111,2300
TX79,28.08888889,-99.04888889,5020
8F3,33.62383333,-101.2408611,3600
24XA,29.32096944,-98.37029444,2000
07TS,30.625,-97.57277778,2500
91XA,32.62365278,-95.11393889,3200
2XS5,30.01048889,-98.42529722,3000
08TX,32.85818056,-97.74753056,2100
TE96,30.43316667,-97.41253333,2650
07TE,27.72114167,-97.51277222,5000
T71,29.08358889,-97.26693333,2800
VHN,31.05783333,-104.7838056,6005
6TA3,32.72138889,-96.72388889,2500
BBD,31.17927778,-99.32391667,4605
12TE,31.31683056,-99.23366111,2300
24F,32.74431389,-94.30468889,3200
DHT,36.02247222,-102.5473889,6400
RBD,32.68130556,-96.86877778,7136
DFW,32.89723333,-97.03769444,13401
DAL,32.84594444,-96.85087778,8800
T13,32.47738333,-96.68541667,3800
7TX0,33.82876667,-98.57275278,3380
3F6,34.02763333,-100.2820028,3186
TT50,34.05101389,-99.58868333,2000
T51,30.042775,-95.66722222,3440
12TT,33.59374722,-97.10076389,2480
XA02,30.2802,-98.42641111,1200
6TS2,33.01583333,-97.635,1900
4XA5,34.03775,-98.496,1849
DWH,30.06177778,-95.55278889,7009
40TS,27.44484444,-97.90594167,2062
69TA,27.65503056,-97.52527222,2400
14TA,29.89450556,-98.40388889,1500
LUD,33.25425,-97.5805,4200
XS61,31.11488889,-99.00338056,4200
5TA8,32.01333333,-95.92833333,2000
69TE,30.92628889,-98.23641667,2000
2.00E+05,31.94762222,-105.1917833,4685
DRT,29.37420556,-100.9271556,6300
00TX,32.54445278,-95.67313056,3891
TA55,30.16771389,-97.59277778,2200
DTO,33.20196111,-97.19909722,7002
1TS6,28.26943889,-99.9345,4000
E57,32.97465833,-102.8450972,5780
TX28,32.02166667,-97.67763889,6300
4TE7,29.74076944,-100.9651,3800
23R,29.13838889,-98.94188889,3399
05TS,33.12928889,-97.35863056,1700
0XS0,28.40026667,-99.55865556,3300
TS85,33.81055556,-96.70388889,2400
06TX,30.05755,-95.81289444,1680
XS93,26.72040833,-98.56015833,4259
TE01,31.30490278,-95.79661944,3100
24R,28.6855,-99.18908333,3400
CZT,28.52225,-99.82363889,5003
T55,34.56673611,-102.3226944,5500
XA88,28.97833333,-99.56305556,2800
0TS1,33.09873333,-97.27251667,1750
0TX8,29.70888889,-96.36846667,2630
XS20,30.15409167,-99.297825,3700
XA75,32.324,-97.09966667,2800
7TE1,29.99897222,-96.76113889,2300
6TE8,33.16898611,-100.21705,3455
TX56,27.7155,-98.70253333,3700
63TX,32.01031111,-96.17712778,2458
19XS,32.29719444,-97.08689167,2500
TT37,32.851275,-94.21064722,1903
TPL,31.1519,-97.40766389,7000
XA48,33.64151111,-97.31565,1800
3XA0,32.31388889,-97.23111111,2000
92TA,26.12118611,-97.42803889,1500
XA86,32.566975,-97.80749167,2975
TS44,29.84244722,-96.02560833,2000
TS07,29.98621667,-95.68566389,3580
9F0,32.0682,-98.32531944,3200
TS65,31.35849722,-100.6103417,3700
42TT,30.45559167,-95.23079444,2533
TX38,36.37947778,-100.3431944,2140
0XS8,29.076075,-100.3753528,3200
1XS1,29.93828056,-95.04648333,2700
28TA,27.83363056,-98.71696111,10280
T19,27.88869444,-98.59995833,3200
TA51,32.68040833,-97.93726111,2800
2TE0,28.98219444,-95.57966944,2700
ELA,29.60002778,-96.32194444,4280
61TA,32.88402222,-94.60770278,4000
3XA7,30.89081667,-99.00618333,2000
55T,35.21447222,-101.4110278,5000
2TX8,33.30817222,-97.37974444,3300
T56,32.51281111,-96.92677778,3216
CLL,30.58804167,-96.36254444,7000
ETN,32.41488889,-98.80969444,5000
3TS0,32.50848056,-94.70020833,2400
GGG,32.384,-94.7115,10000
TX70,30.05188889,-96.21823889,3875
TX40,32.2535,-95.65549167,2600
XA03,33.42775278,-97.27128056,2250
ECU,29.94691944,-100.1738556,4050
TX31,32.07373611,-101.5642917,5200
TS96,29.26691667,-96.32524444,2450
2TA8,26.85827778,-98.22175,5499
27R,30.86222222,-100.6108611,4300
56TS,30.33770833,-97.35027222,1050
XA66,28.07388889,-99.28469444,6302
EFD,29.60733333,-95.15875,9001
0TX6,29.50504167,-97.99714444,1925
82TS,32.450125,-99.65036389,3270
ELP,31.80733333,-106.3763611,12020
7TE8,28.2095,-98.83373333,2758
23XA,29.42730556,-95.16230556,2417
02TS,28.66264167,-98.72309444,4000
XS42,33.266375,-96.51672222,2188
XA96,35.6625,-100.3238889,1600
F41,32.32969444,-96.66388889,3999
0TA4,32.49791667,-96.27053333,1742
XS09,30.53915556,-95.436225,3800
6XS7,33.04527778,-97.67480556,3200
XS39,35.07701667,-101.6913694,2478
2TX6,33.68175,-101.6684972,3400
E35,31.51719722,-106.1470611,4197
87TX,32.11058611,-97.35618056,1800
71TS,31.21865556,-93.70189722,3153
7TS0,33.09444444,-97.42722222,2861
XA05,34.10105,-102.6242333,3960
86TS,31.48351389,-94.033525,3450
TX42,29.93653056,-96.03652778,3375
XA89,28.20855556,-100.0188056,5305
52TS,30.41853056,-98.16279444,1800
XA43,29.90811111,-99.20690278,2350
XS27,30.03771389,-94.39602222,1660
XS64,26.24896111,-97.56498611,2100
3T5,29.90797222,-96.95,5000
XS90,29.76828056,-97.77527778,3200
25TA,29.83661389,-94.96742778,3600
88TA,31.45595833,-104.8443861,4000
56F,32.82430556,-100.4128333,3300
67TE,30.949625,-97.79668333,2400
54XA,33.49152778,-97.21111111,2325
TS81,31.15744444,-97.07525,1926
XA99,33.13438333,-97.60705,2300
74TE,32.06138889,-97.79483333,4191
41F,34.00152778,-101.33025,4600
TA56,28.05665278,-98.14204167,3000
XA90,32.75722222,-95.52777778,2300
31TS,33.19039167,-96.18914167,1900
55E,33.42168889,-98.19020278,2816
13XA,31.95211944,-97.83577778,2500
TA76,31.43138889,-98.46694444,3000
1XA5,30.13501667,-97.14291667,3800
TS71,32.52791389,-96.94389167,2400
TA12,30.09939722,-95.86103056,3777
35TX,32.48454722,-99.826,1700
TA52,29.81688611,-99.99618056,3200
T87,33.34222222,-97.27,1650
XS25,29.38468611,-95.68300278,1800
XS00,30.63722222,-98.74833333,2000
TX94,33.45268333,-97.27558056,2500
65TX,31.77513333,-105.4313167,5000
28XS,32.64596667,-96.32525833,1400
TA34,28.76691944,-100.0828417,5200
9TE7,30.24527778,-97.08277778,2600
08TS,32.02933889,-97.01060833,2100
34XS,30.39081944,-95.53975,900
T29,33.63042778,-96.94096944,2395
9TX4,30.65963333,-97.911125,2500
54TX,30.67741667,-98.52526667,2000
86TX,29.73716667,-98.37890278,1700
15TX,33.75454722,-96.84355833,790
7TE4,29.59689444,-99.84533889,3000
7TX8,35.10755556,-102.03825,3600
TE90,29.75888889,-99.1525,3600
6TX7,32.53763889,-97.13084167,2600
TA08,33.14956111,-96.27386667,1950
11TE,32.30014444,-97.20445556,1900
7TA7,31.83989444,-94.96132778,3500
TX29,32.28903333,-96.70443611,3300
2TE2,32.82926667,-97.53494444,2800
3TX7,33.14083333,-97.37111111,2800
77TS,29.79944444,-98.085,2000
10XS,31.779525,-98.90928611,2700
3TX2,33.08067778,-97.34890833,2700
63TE,31.35351389,-95.20577222,2000
TX37,33.13178333,-97.76864444,1800
6TA2,33.37222222,-96.36222222,2600
39TA,33.65260556,-95.65579444,2380
18TX,32.9525,-96.22805556,3500
41TS,33.37844444,-96.44831944,2000
0TS7,32.83345833,-98.12532222,2800
T26,29.10827778,-96.39877778,2990
XS56,26.44868056,-97.79193889,3000
32TA,29.69189722,-97.43360556,2600
8TA3,30.51685833,-98.17418611,4500
81D,29.26496667,-95.41256944,2261
31XS,33.183725,-96.27025556,2325
2XA0,33.97925,-99.71286944,3200
77TE,33.03667778,-95.29318333,3500
T93,36.44080556,-100.1238056,4073
4TX3,33.66121389,-95.83357778,2450
74TX,29.286625,-100.4336889,5500
01TS,31.56525,-96.54609722,2000
FST,30.91525,-102.9127778,7508
AFW,32.99038611,-97.31944167,11010
FTW,32.81976944,-97.36245,7502
FWS,32.56513333,-97.30843889,6002
TE78,29.5687,-99.97450833,5395
2XS6,29.72253333,-99.57467222,2150
3TA0,30.09702222,-100.40455,4093
TS79,36.32406111,-100.3966083,3800
9S1,33.36827778,-96.75469444,2662
48TS,29.667725,-98.1989,2200
JXI,32.69803056,-94.94886944,3998
4TE6,31.83881667,-97.79516389,2800
F53,33.21533333,-95.23722222,3900
57TX,30.94036389,-95.35895556,2925
XS72,30.48353889,-94.83354167,3600
7T0,33.59361111,-97.21888889,2400
TA66,29.715,-98.85916667,2150
8TX2,29.97854444,-100.2017472,3000
2TE4,29.17918889,-96.32273611,1500
0XS9,32.13404167,-95.33958333,1200
37TE,29.36023333,-95.009925,2000
14XA,33.65801944,-96.78815833,1800
55XS,29.16635,-100.4184111,4316
TS00,32.78818611,-97.18084444,1500
GNC,32.67533333,-102.6526667,5381
GLE,33.65219444,-97.19727778,6000
72TS,29.36080278,-96.62247222,3335
18XS,33.80008056,-101.0337556,2400
UVA,29.21133333,-99.74358333,5256
96TX,29.27782778,-95.35182778,2450
77XS,29.29184444,-95.35929167,3000
GOP,31.42093889,-97.79646389,3400
94R,29.26439444,-96.00724444,2167
97TS,30.48020278,-95.53994444,2500
IAH,29.98443611,-95.34144167,12001
54TA,32.29972222,-96.87333333,2900
GTU,30.67880556,-97.67938889,5004
86XS,32.40012222,-100.3670472,2600
45XS,28.13096667,-98.90583333,4045
GYB,30.16927778,-96.98002778,4000
3XS8,31.10020278,-103.9613917,3549
TS57,29.24232778,-95.98063611,4750
T82,30.24325,-98.90919444,5001
XS55,31.92932222,-96.93888611,2000
07F,32.52883333,-94.97175,3299
2XS3,32.02014722,-95.69503889,4250
06TA,30.90851944,-97.11693611,1900
TS74,33.36261389,-97.29446389,2300
TS13,31.76977778,-101.3108361,3200
TS11,33.10705833,-95.92996667,1900
1XA7,29.73339167,-96.05918056,3292
XS70,33.14058333,-95.02258056,3300
96XA,31.28444444,-103.6438889,6800
13TX,32.15338889,-97.55922222,1600
4TS5,30.22191667,-99.4984,2200
T37,31.42906667,-98.60835556,3200
20TT,30.75388056,-97.96165556,1340
9TS6,32.37888889,-97.17833333,1800
0TE6,32.20430556,-98.66561111,2575
10TE,29.66689722,-97.50027222,1975
46TA,28.12611944,-98.85974444,4000
XS31,33.70177222,-96.83194444,2100
RPH,33.11072222,-98.55477778,5000
GDJ,32.44441667,-97.81694444,3603
GPM,32.69877778,-97.04691667,4001
XA52,30.92352778,-95.2935,2700
2G5,30.58935556,-98.37030278,2000
TT21,33.28908333,-97.67104167,1400
2TA1,31.39018333,-94.69104167,1500
06R,29.94097222,-96.24525,2480
8F5,33.14805833,-94.70015,3000
2XA1,28.1402,-98.93599722,5500
TX92,30.59602778,-97.66945278,1800
TA90,29.97466667,-95.81800556,4000
XS28,35.45412778,-100.9938139,3295
69TX,28.58958056,-96.84728333,3898
GZN,32.36583333,-99.02369444,6536
71TX,29.87271667,-98.73225,1500
12TX,30.82138889,-98.08055556,2000
TE73,29.85855,-94.354075,4300
5TX2,33.42233056,-96.21692222,2400
33R,31.08433333,-95.16411111,3500
E19,36.233725,-101.4321889,4698
43XA,28.825625,-95.90821667,2462
3TE1,29.95160833,-94.90436944,2500
74XA,32.35472222,-96.14555556,3075
TE57,29.44480278,-99.12279722,2000
1XA8,32.23250556,-96.39751111,2060
XS69,29.91132778,-100.00035,1400
6TE3,28.94887222,-96.54969444,2700
PVW,34.16814722,-101.7173361,5997
34R,29.38995833,-96.95605833,3210
ATA,33.10252778,-94.19502778,3800
5TA0,32.73204722,-102.9438167,3700
MNZ,31.66591944,-98.14864444,5012
8TS0,27.55308611,-98.73224167,3000
16TX,32.849675,-100.13665,3200
TS75,30.31763611,-95.85798889,1000
40XS,30.51763333,-97.78081944,3000
3XA1,33.47395,-97.16926667,2500
8TX6,30.94039167,-99.18991389,4285
6XS9,29.29607222,-98.37945833,1700
ASL,32.5205,-94.30777778,5002
TE91,32.03933056,-95.08277778,2400
58TE,33.72134722,-96.63838889,1224
F75,33.43815,-99.81286944,3200
TE27,28.25444167,-99.59921111,5000
2XS1,30.21887778,-98.30274167,4600
1TX8,34.36951667,-102.0837944,2800
3XS0,33.26845,-97.07112222,2200
15F,33.19148611,-99.71787222,3420
15XA,30.40384722,-98.57986111,1967
XS57,31.46535556,-97.40479167,2250
62TA,30.31833333,-97.30222222,1550
TX45,31.76682778,-97.12944722,3200
35TT,32.47353889,-97.50166111,2110
1TX9,32.63763889,-95.16133333,2600
45R,30.33633333,-94.25755556,4303
25XA,30.09298611,-98.70123611,4400
LHB,30.87208333,-96.62219444,4001
TE17,31.43905833,-97.14694444,2200
7TS9,34.60361667,-102.8598389,1730
HHF,35.89511111,-100.4038889,5004
8TS2,33.78343333,-98.21698889,3180
47TS,31.04796389,-95.91773056,2600
XS17,30.70908333,-96.90192778,3500
3TS5,34.36166944,-101.0833417,3000
XS03,30.48130278,-98.28113056,2500
XA92,30.87,-100.1027778,3000
HRX,34.8607,-102.3258833,6100
TE86,29.44444444,-98.11277778,3100
58T,33.16602778,-97.47988889,3000
6TX8,32.55596944,-97.2064,1900
8TE4,28.814975,-99.75810833,3000
44XA,27.83694444,-97.77180556,3292
RCK,30.63137778,-96.98948889,2962
74T,33.18301111,-97.25461389,2364
T67,32.93123611,-97.41168611,3740
94TS,33.210075,-95.532725,2000
5TX0,33.17345278,-97.05139722,2600
TS90,29.58508056,-99.55405,2011
1X1,36.10590278,-100.0257056,3969
76XA,29.91230556,-97.37330556,2001
TE62,27.85426667,-97.682275,3300
05TE,30.72213333,-97.79140278,1500
7TX4,32.96679167,-97.27529444,2000
5TX6,33.01678889,-97.07250833,1900
INJ,32.08363889,-97.09725,3998
0TE4,31.08080833,-96.21498056,3018
9TA1,29.65855833,-98.13778611,2500
TE50,32.17320556,-96.96611111,1500
9TX7,33.84176944,-96.66971944,1200
TX67,32.3606,-97.3025,1750
51TT,30.14944167,-97.73455278,1530
TS99,31.35048889,-95.15988333,1031
XA15,31.42694444,-96.97972222,1900
16TE,32.69763611,-95.20772222,2700
TS46,30.737375,-98.70367222,1485
9TX3,34.16896111,-101.6351722,2560
74R,29.28458333,-98.49830556,2360
TX21,33.47788333,-98.54755556,1870
81TE,29.54189444,-100.6170333,2100
DZB,30.52705278,-98.35875556,5977
F78,32.57291111,-97.87253333,3000
TE24,33.39316944,-97.20529167,2675
3TE4,30.00877222,-104.6646472,2500
21XS,29.51967778,-95.27521389,2500
DKR,31.30697222,-95.40383333,4000
TME,29.80502778,-95.89788889,6610
2H5,29.49916667,-95.89838889,4400
AXH,29.50613889,-95.47691667,5002
TA02,33.1029,-97.46418889,2450
XS21,29.33107778,-95.70466944,2500
25TX,31.31283056,-94.64433056,3000
E70,29.60240556,-97.99056389,3415
8TX0,31.42838889,-96.13486111,3370
50XS,29.04329722,-100.5845278,4608
9R5,27.88666667,-97.34963611,2650
17XA,32.01388889,-95.29638889,2200
5XA0,31.25558333,-100.6476,3000
UTS,30.74688889,-95.58716667,5005
TA60,32.39430833,-96.77943889,2040
BGD,35.70088889,-101.3936667,6299
TT10,33.42902778,-99.94777778,2096
0TS0,30.25171111,-98.56243889,2000
4XS6,30.39186111,-98.66142222,2085
XS11,29.77661111,-99.35921111,3200
31XA,30.88508333,-98.59558889,2000
1TS9,29.67531944,-100.8971944,3000
7XS7,30.11472222,-98.93111111,3300
2XS2,28.26333611,-100.1627361,5165
XS02,32.5101,-94.82454444,745
2F0,30.90622222,-101.8898056,4085
T58,33.33178333,-97.23029444,2500
5TE5,30.26685833,-103.2336167,4000
14XS,30.80852222,-97.27388611,1800
1XS0,27.99059167,-97.89411389,1800
TE89,27.27961944,-98.96749167,3975
BPT,29.95083333,-94.02069444,6750
21F,33.22786111,-98.14644444,3220
26R,29.001,-96.58196111,3393
8XS3,27.99389167,-97.82056667,3000
JAS,30.88569444,-94.03494444,5500
XS40,28.80538056,-99.00614722,3000
8TE2,31.52791389,-102.5282,3300
XA98,33.3027,-97.45806667,2200
63XA,31.21561667,-97.00382222,2350
3TS3,29.37468056,-95.29049167,1800
3XS4,30.13437778,-93.93600556,2400
TA07,30.00716111,-94.96686944,2400
62XS,32.02236944,-98.13364722,2400
5TS7,35.201725,-102.1516056,1800
HBV,27.34955556,-98.73694444,5003
3TA7,33.14372778,-97.80447778,2500
9TE2,30.56836667,-100.4441917,5301
37TS,32.990675,-96.03996944,1900
02XA,33.59131944,-95.88286389,1950
29F,34.39283333,-101.7599167,3900
8TA0,29.1358,-98.2764,4050
0XS2,30.55545278,-100.53125,3700
67TX,32.91148611,-95.73835,2000
F00,33.61309167,-96.179325,4000
TS20,33.65069722,-97.43211944,1525
41TX,30.97473611,-98.64259722,1600
15TA,30.25436111,-99.94701667,3200
6TX6,32.08255556,-96.35666667,2500
2TX7,33.09456667,-97.39613056,2300
06XA,33.44598333,-96.57079722,1500
1TX2,33.71675278,-100.1503833,2600
1TE8,33.54899444,-96.55831944,2500
9TE5,28.15445556,-96.97693333,2200
TA61,32.47347778,-95.16578056,3100
83TE,29.49689722,-99.49393611,4100
7TE0,29.91382778,-94.20823889,2100
2R9,28.82498611,-97.86556944,3218
4T2,32.97763056,-97.49229444,5943
TA49,30.75515,-97.79986389,1537
22F,33.22911111,-100.5691111,3300
ERV,29.97666667,-99.08547222,6004
1T7,29.81175,-98.42605556,3000
14TX,30.28936944,-98.17390278,2000
5TE6,31.26916667,-100.4608333,1800
61TE,32.98678889,-97.61974722,2400
CWC,33.86061667,-98.49039722,4450
4TX6,32.41265,-94.81826944,2780
1TX7,32.80566389,-100.1837139,2300
5XS2,35.03338889,-102.2004778,2600
JCT,30.51111111,-99.76288889,5004
17TX,32.44874444,-98.25504444,3200
TS18,30.65435278,-98.47864167,3233
TE48,31.04489722,-98.04280278,1800
T12,30.64656389,-93.91490278,3746
IKG,27.55086111,-98.03091667,6000
52XA,34.04854444,-98.42699444,3106
20XS,32.83528333,-96.37873056,1800
2XA2,29.22042222,-95.31088056,2400
5TS3,31.97416667,-96.67833333,2500
80XA,32.48751944,-95.95451389,1350
08XA,30.47925278,-96.50403056,2200
53XS,26.15027778,-97.59333333,2600
3TE0,30.73158333,-96.13106667,5000
49TE,30.28352778,-96.45961111,1100
3XS1,28.76721111,-96.30691389,2640
TS08,29.08358889,-96.50025,5000
6TE5,28.98081667,-96.62191944,5440
TT32,33.01191667,-96.41047222,1500
1TS1,29.912725,-95.99412222,2000
TS05,28.15038889,-97.381175,3466
TE51,29.53911944,-97.83500278,3000
TE29,28.06975,-99.56875833,5220
2TX3,29.21690278,-100.6170278,5280
RYW,30.49858333,-97.96947222,3808
19TA,32.82234722,-96.41693056,3100
TX82,31.86368056,-97.381175,1824
T89,29.277125,-103.6857944,6501
33TA,30.33298611,-95.61216667,2579
0XS6,30.50102778,-98.14696389,3000
30F,33.13138889,-97.01419444,2815
XS99,30.47103889,-94.91270833,2600
3R9,30.35749167,-97.99446667,3930
37XS,32.00015278,-97.41696111,2067
LUV,32.75630556,-101.9202222,5002
LZZ,31.10619444,-98.19591667,4202
LNC,32.57760556,-96.71750278,6500
1TS8,32.28762222,-100.7222222,2000
T54,29.52333056,-95.77975833,3020
1TX5,34.12924167,-101.9087889,3400
84XS,30.255,-99.39888889,1820
18XA,28.6591,-97.59874722,3300
T41,29.66925,-95.06419444,4165
LRD,27.54419444,-99.46158333,8743
1TA4,31.45851389,-95.29605278,2300
49TA,30.48691389,-96.78646667,2400
46TS,33.12817222,-96.50970833,2570
TT20,30.96472222,-95.83472222,1965
TX64,33.29928056,-97.52724722,4000
3TE3,33.07401389,-96.432,1300
09T,33.28131944,-97.49669444,1600
0TE7,30.25181389,-98.62253056,6291
5XS8,29.50370278,-100.2956639,3150
28TT,31.99585,-97.00215,2058
28TX,34.08591944,-99.45508611,2000
TT99,33.19205833,-96.21984167,2710
75TX,29.50023056,-100.367025,4250
TX22,33.10219722,-97.15570556,2380
LLN,33.55252778,-102.3725278,6110
4TE2,29.54411667,-100.6731444,2200
2TX4,27.98361944,-99.37670278,4800
XA31,29.81688611,-99.78783889,3150
TE75,30.4125,-96.96666667,3300
XS12,30.67812778,-98.01735,3000
T78,30.07780556,-94.69855556,3801
